date,cases_active,cases_adolescent,cases_adult,cases_elderly
2020-05-20,1190,1,24,1
2020-05-21,1149,2,12,1
2020-05-22,1164,8,39,2
2020-05-23,1159,0,41,4
2020-05-24,1186,3,51,2
2020-05-25,1324,2,89,2
2020-05-26,1449,1,107,2
2020-05-27,1422,0,12,0
2020-05-28,1346,1,5,0
2020-05-29,1383,3,71,1
2020-05-30,1318,2,11,4
2020-05-31,1352,2,48,1
2020-06-01,1339,1,31,0
2020-06-02,1293,0,19,0
2020-06-03,1325,29,57,0
2020-06-04,1573,3,255,2
2020-06-05,1540,2,11,1
2020-06-06,1552,3,23,1
2020-06-07,1532,2,13,2
2020-06-08,1519,0,6,0
2020-06-09,1245,0,6,0
2020-06-10,1207,0,2,0
2020-06-11,1186,1,28,0
2020-06-12,1114,1,23,1
2020-06-13,1014,8,21,2
2020-06-14,987,0,3,1
2020-06-15,974,3,27,2
2020-06-16,652,1,9,0
2020-06-17,522,1,4,3
2020-06-18,409,0,13,1
2020-06-19,345,1,4,1
2020-06-20,290,6,4,4
2020-06-21,296,0,14,2
2020-06-22,290,0,15,0
2020-06-23,284,0,2,1
2020-06-24,245,1,5,0
2020-06-25,209,0,3,1
2020-06-26,192,1,4,1
2020-06-27,188,2,7,0
2020-06-28,196,0,17,0
2020-06-29,183,0,2,0
2020-06-30,165,0,2,0
2020-07-01,145,0,1,0
2020-07-02,86,0,3,0
2020-07-03,82,0,4,1
2020-07-04,77,0,6,0
2020-07-05,78,0,3,1
2020-07-06,72,0,5,0
2020-07-07,73,0,6,0
2020-07-08,71,0,3,0
2020-07-09,64,1,4,0
2020-07-10,64,3,9,1
2020-07-11,68,0,6,2
2020-07-12,78,0,12,0
2020-07-13,84,0,6,1
2020-07-14,84,0,4,0
2020-07-15,87,0,5,0
2020-07-16,78,0,3,0
2020-07-17,92,0,12,3
2020-07-18,96,0,6,3
2020-07-19,104,0,12,2
2020-07-20,123,0,9,10
2020-07-21,131,1,13,1
2020-07-22,143,0,12,4
2020-07-23,144,0,8,1
2020-07-24,162,0,18,3
2020-07-25,168,0,20,3
2020-07-26,174,0,12,0
2020-07-27,180,0,5,1
2020-07-28,213,1,29,4
2020-07-29,220,1,11,1
2020-07-30,223,0,5,3
2020-07-31,208,0,11,1
2020-08-01,214,0,6,3
2020-08-02,211,1,9,0
2020-08-03,209,0,1,1
2020-08-04,194,0,1,0
2020-08-05,197,1,16,2
2020-08-06,201,0,12,1
2020-08-07,211,2,18,2
2020-08-08,171,0,7,0
2020-08-09,175,0,12,1
2020-08-10,167,0,10,0
2020-08-11,170,0,8,1
2020-08-12,173,0,9,2
2020-08-13,184,2,12,1
2020-08-14,197,0,18,1
2020-08-15,220,1,18,3
2020-08-16,217,1,20,0
2020-08-17,212,2,7,2
2020-08-18,193,1,2,1
2020-08-19,186,1,10,3
2020-08-20,184,0,5,0
2020-08-21,180,0,8,0
2020-08-22,184,1,7,0
2020-08-23,184,0,9,1
2020-08-24,185,0,7,0
2020-08-25,190,4,3,2
2020-08-26,189,0,2,1
2020-08-27,178,0,4,1
2020-08-28,152,0,8,1
2020-08-29,154,0,7,4
2020-08-30,160,0,13,0
2020-08-31,160,0,4,1
2020-09-01,152,1,11,1
2020-09-02,154,0,6,0
2020-09-03,164,2,8,2
2020-09-04,166,0,9,1
2020-09-05,151,0,5,1
2020-09-06,155,0,4,1
2020-09-07,208,3,56,2
2020-09-08,296,3,90,1
2020-09-09,313,3,13,4
2020-09-10,334,1,41,1
2020-09-11,502,0,176,3
2020-09-12,552,1,47,5
2020-09-13,592,0,42,5
2020-09-14,615,2,23,5
2020-09-15,632,3,17,0
2020-09-16,668,4,53,1
2020-09-17,674,0,15,5
2020-09-18,754,3,71,7
2020-09-19,722,1,10,2
2020-09-20,734,2,43,3
2020-09-21,751,7,35,3
2020-09-22,664,5,69,1
2020-09-23,771,3,131,6
2020-09-24,779,7,40,8
2020-09-25,859,18,75,11
2020-09-26,851,1,75,3
2020-09-27,950,28,80,6
2020-09-28,1010,9,84,12
2020-09-29,1061,5,75,7
2020-09-30,1122,0,71,12
2020-10-01,1335,16,136,16
2020-10-02,1539,0,253,16
2020-10-03,1734,2,258,15
2020-10-04,1958,3,258,12
2020-10-05,2330,11,366,18
2020-10-06,2933,8,616,33
2020-10-07,3345,7,400,49
2020-10-08,3697,16,264,52
2020-10-09,3859,10,277,38
2020-10-10,4157,12,298,34
2020-10-11,4582,36,402,63
2020-10-12,5033,20,302,38
2020-10-13,5339,32,490,90
2020-10-14,5762,31,496,58
2020-10-15,5940,31,358,84
2020-10-16,6318,54,443,45
2020-10-17,6879,39,659,52
2020-10-18,7047,67,578,85
2020-10-19,7450,50,617,57
2020-10-20,7674,49,647,52
2020-10-21,7819,54,514,52
2020-10-22,8169,87,607,45
2020-10-23,8403,49,563,42
2020-10-24,8957,92,925,64
2020-10-25,9195,49,611,53
2020-10-26,9742,47,1027,67
2020-10-27,9901,54,481,50
2020-10-28,10119,65,581,57
2020-10-29,10079,40,500,31
2020-10-30,10384,52,629,49
2020-10-31,10038,65,473,44
2020-11-01,10020,76,684,51
2020-11-02,9952,73,613,50
2020-11-03,10129,68,812,58
2020-11-04,10340,62,767,83
2020-11-05,10504,60,782,65
2020-11-06,11531,112,1371,76
2020-11-07,11667,106,882,57
2020-11-08,11690,54,641,42
2020-11-09,11309,99,648,62
2020-11-10,11447,41,666,41
2020-11-11,11498,27,684,46
2020-11-12,11420,54,697,37
2020-11-13,11823,86,1029,60
2020-11-14,12132,48,917,32
2020-11-15,12324,60,1018,43
2020-11-16,12602,31,928,33
2020-11-17,12789,34,1003,53
2020-11-18,12815,36,532,29
2020-11-19,13223,59,1071,54
2020-11-20,13222,51,645,55
2020-11-21,12855,35,887,52
2020-11-22,12844,26,925,38
2020-11-23,13843,35,1164,45
2020-11-24,14354,25,870,44
2020-11-25,12972,41,772,59
2020-11-26,11349,36,704,55
2020-11-27,11308,51,911,59
2020-11-28,11509,59,1122,45
2020-11-29,11482,33,1131,55
2020-11-30,10579,40,1050,60
2020-12-01,10497,31,1099,39
2020-12-02,10688,42,663,59
2020-12-03,10804,43,826,52
2020-12-04,10801,56,744,71
2020-12-05,10777,73,901,71
2020-12-06,11040,39,1088,64
2020-12-07,11605,50,1306,88
2020-12-08,10863,35,839,55
2020-12-09,10749,35,674,61
2020-12-10,11868,45,2011,62
2020-12-11,12735,68,1458,70
2020-12-12,13752,72,1671,66
2020-12-13,13668,53,1003,58
2020-12-14,13831,46,1175,55
2020-12-15,14516,36,1480,74
2020-12-16,14752,38,1115,53
2020-12-17,14672,46,957,66
2020-12-18,15141,39,1377,62
2020-12-19,15295,29,974,61
2020-12-20,15564,53,1119,63
2020-12-21,16497,34,1848,59
2020-12-22,17647,70,1776,58
2020-12-23,18280,41,1081,56
2020-12-24,18774,39,1286,90
2020-12-25,18577,45,961,67
2020-12-26,20036,65,1793,97
2020-12-27,20234,46,875,95
2020-12-28,20644,58,1299,93
2020-12-29,21444,37,1547,83
2020-12-30,22563,60,1306,121
2020-12-31,23599,63,2156,94
2021-01-01,23434,78,1715,115
2021-01-02,22399,60,1895,113
2021-01-03,21366,71,1307,114
2021-01-04,22090,72,1346,103
2021-01-05,22885,87,1610,125
2021-01-06,24348,68,1968,122
2021-01-07,25222,99,1594,189
2021-01-08,25141,91,2200,147
2021-01-09,26186,104,2002,153
2021-01-10,27333,95,1900,204
2021-01-11,28555,128,1657,180
2021-01-12,30391,121,2681,183
2021-01-13,32378,130,2354,214
2021-01-14,33990,128,2620,209
2021-01-15,35254,145,2471,196
2021-01-16,37127,177,3209,256
2021-01-17,37783,163,2399,213
2021-01-18,38792,161,2552,231
2021-01-19,39465,176,2840,271
2021-01-20,41088,178,3210,309
2021-01-21,41756,170,2365,312
2021-01-22,42815,177,2709,314
2021-01-23,42770,174,3337,313
2021-01-24,41678,176,2445,275
2021-01-25,41077,128,2309,292
2021-01-26,40575,160,2797,283
2021-01-27,42390,141,2847,259
2021-01-28,43193,169,3217,297
2021-01-29,45479,196,4215,403
2021-01-30,47389,194,4459,361
2021-01-31,48151,190,4171,338
2021-02-01,48075,127,3190,272
2021-02-02,47848,119,2370,201
2021-02-03,48310,135,3614,189
2021-02-04,48772,154,3502,279
2021-02-05,48752,108,2579,236
2021-02-06,50895,121,2855,258
2021-02-07,51242,107,2816,196
2021-02-08,51978,90,2624,171
2021-02-09,50842,103,2169,168
2021-02-10,52187,118,2283,175
2021-02-11,51796,120,2668,187
2021-02-12,51591,73,2789,158
2021-02-13,51569,106,2631,127
2021-02-14,49500,104,1920,183
2021-02-15,47144,95,1683,169
2021-02-16,44137,83,2012,157
2021-02-17,41403,87,2375,158
2021-02-18,38794,73,2122,189
2021-02-19,36802,110,2415,130
2021-02-20,34472,83,1857,113
2021-02-21,33307,89,2865,127
2021-02-22,32078,81,1801,102
2021-02-23,30471,78,1932,123
2021-02-24,30673,81,2932,168
2021-02-25,28832,74,1469,160
2021-02-26,27990,77,1812,184
2021-02-27,27024,101,1862,163
